,Lat,Lon
0,12.964814569896363,77.57318946181543
1,12.975095650989623,77.59443744670706
2,12.973083458224913,77.57209278939318
3,12.976033382736897,77.56009959043514
4,12.974968878572074,77.57042042817096
5,12.956879460394568,77.57125793525334
6,12.991321192709329,77.59587908700445
7,12.963183369337322,77.58218960894853
8,12.959502405413176,77.580491449674
9,12.972399030262139,77.59148631989882
10,12.99400834309042,77.58179483209449
11,12.980494134077272,77.5604360768943
12,12.977861735020848,77.57576428839275
13,12.962745948702011,77.5867319701504
14,12.971436682528138,77.57416365784273
15,12.961093332787971,77.58759139804786
16,12.956808968900805,77.59707003506036
17,12.982919602927593,77.58100643896418
18,12.972618544635298,77.5802491461186
19,12.967741698261552,77.5822537262853
20,12.980108218099524,77.57375630547749
21,12.977790972721897,77.56685311855153
22,12.98778681286054,77.57487295479994
23,12.964742287484295,77.57051383869899
24,12.970902198362705,77.57018217602257
25,12.97192863894109,77.56735410187842
26,12.98752397062158,77.58672007755303
27,12.97901298201453,77.57848146582081
28,12.97090126956316,77.58588860691786
29,12.95781026552028,77.59413223213114
30,12.972027336698247,77.58728267585822
31,12.985496903403817,77.57627043238564
32,12.967621675720846,77.57602364379332
33,12.969111180790296,77.56744452211278
34,12.96553882408043,77.57304922608465
35,12.990486927731265,77.58025484525989
36,12.974438281959452,77.57215235413433
37,12.984447882021689,77.56759536881913
38,12.977181499356458,77.57924129295716
39,12.961106197200937,77.57677838958696
40,12.975570512181827,77.56677859543753
41,12.968401977548936,77.58608135655675
42,12.97670657591077,77.58316101488653
43,12.960985618939734,77.58106177590915
44,12.973655560566911,77.56624895613311
45,12.962902854185332,77.58160737054365
46,12.970516697821703,77.58543893948008
47,12.979470964220686,77.57415322598682
48,12.96868831086739,77.5744672542774
49,12.996719017183162,77.58019819089326
50,12.978648546019507,77.57235190567394
51,12.961866639659155,77.58982396389838
52,12.972986711598683,77.57563190898324
53,12.983189292432385,77.58614888741268
54,12.96207823156953,77.60049128568593
55,12.954302619151866,77.57724491959428
56,12.97123358054358,77.58244703768648
57,12.975290263609622,77.55979836180326
58,12.970806169871102,77.59062530715309
59,12.971110499474777,77.58905914811008
60,12.967149957266287,77.5744485703402
61,12.95824536652713,77.5559197638269
62,12.9678119817653,77.59202241673104
63,12.97736035890257,77.583122040536
64,12.964627179765316,77.6060042698496
